N;mark;year;mileage;vol_engine;price
104998;nissan;2016;154100;1461;59900
104999;nissan;2014;114750;1197;49999
105000;nissan;2015;75400;1197;49999
105001;nissan;2018;21765;1197;77000
105002;nissan;2015;115000;1461;56900
105003;nissan;2016;116388;1618;73900
105004;nissan;2014;14409;1197;74000
105005;nissan;2017;130000;1618;73900
105006;nissan;2016;107453;1197;67900
105007;nissan;2017;80920;1197;64990
105008;nissan;2015;93200;1618;69900
105009;nissan;2014;165000;1197;46990
105010;nissan;2015;90590;1197;59900
105011;nissan;2019;68000;1332;91900
105012;nissan;2018;69000;1618;93900
105013;nissan;2021;1;1332;127700
105014;nissan;2017;65200;1197;69400
105015;nissan;2018;51100;1332;87900
105016;nissan;2016;156218;1598;61901
105017;nissan;2016;105000;1197;59900
105018;nissan;2016;199712;1598;56900
105019;nissan;2018;51000;1197;88000
105020;nissan;2010;189000;1461;29900
105021;nissan;2018;63681;1197;74900
105022;nissan;2015;72500;1197;75030
105023;nissan;2014;97000;1197;57500
105024;nissan;2017;62500;1618;85900
105025;nissan;2019;29489;1332;102900
105026;nissan;2018;39875;1461;89900
105027;nissan;2018;71136;1197;79900
105028;nissan;2017;85000;1618;84500
105029;nissan;2021;5;1332;143050
105030;nissan;2021;5;1332;139850
105031;nissan;2019;49000;1332;107700
105032;nissan;2020;19200;1300;94900
105033;nissan;2014;98921;1197;57900
105034;nissan;2018;97743;1598;88900
105035;nissan;2015;92300;1598;63900
105036;nissan;2017;41457;1197;76500
105037;nissan;2017;62800;1197;59900
105038;nissan;2020;27500;1332;95990
105039;nissan;2019;30000;1332;82531
105040;nissan;2018;34000;1197;79900
105041;nissan;2016;131000;1197;63900
105042;nissan;2019;70000;1332;86900
105043;nissan;2014;120325;1197;52500
105044;nissan;2019;45612;1461;92800
105045;nissan;2017;24397;1197;88888
105046;nissan;2020;17300;1332;91900
105047;nissan;2016;102000;1618;66900
105048;nissan;2016;118000;1461;59900
105049;nissan;2017;25041;1618;58900
105050;nissan;2018;129298;1598;82999
105051;nissan;2020;21895;1333;89999
105052;nissan;2013;168752;1598;39900
105053;nissan;2019;67900;1332;89900
105054;nissan;2015;129200;1600;56900
105055;nissan;2018;60200;1197;88777
105056;nissan;2018;55800;1461;93900
105057;nissan;2021;1;1332;124900
105058;nissan;2019;48440;1332;90900
105059;nissan;2016;55414;1197;58000
105060;nissan;2019;23395;1332;93600
105061;nissan;2018;39386;1197;90900
105062;nissan;2016;99578;1598;68000
105063;nissan;2018;47546;1197;68000
105064;nissan;2017;55500;1197;80000
105065;nissan;2014;102256;1197;54400
105066;nissan;2014;85779;1197;54000
105067;nissan;2018;83100;1500;81300
105068;nissan;2015;151553;1461;54000
105069;nissan;2015;20098;1197;74000
105070;nissan;2015;99500;1197;53900
105071;nissan;2014;99000;1197;58548
105072;nissan;2016;99000;1618;75900
105073;nissan;2018;56000;1332;76900
105074;nissan;2016;71000;1461;65900
105075;nissan;2016;148000;1500;53900
105076;nissan;2017;100000;1197;57700
105077;nissan;2019;5350;2000;72500
105078;nissan;2014;92900;1197;53800
105079;nissan;2015;207000;1598;57000
105080;nissan;2019;50223;1461;82000
105081;nissan;2017;75000;1197;67000
105082;nissan;2018;103000;1197;78900
105083;nissan;2020;23756;1332;92900
105084;nissan;2015;90000;1200;57900
105085;nissan;2014;171000;1461;52900
105086;nissan;2018;121000;1598;84900
105087;nissan;2020;23419;1332;92900
105088;nissan;2017;137000;1197;81900
105089;nissan;2018;38061;1197;98500
105090;nissan;2019;26034;1332;102500
105091;nissan;2019;42000;1332;89900
105092;nissan;2014;147000;1197;48900
105093;nissan;2021;7400;1332;92000
105094;nissan;2015;50870;1618;69999
105095;nissan;2015;123000;1598;59900
105096;nissan;2019;43868;1332;89900
105097;nissan;2018;54919;1197;89900
105098;nissan;2018;153422;1598;88900
105099;nissan;2017;66350;1197;74990
105100;nissan;2017;83500;1618;89900
105101;nissan;2019;113097;1598;83700
105102;nissan;2018;62298;1332;81900
105103;nissan;2015;95000;1618;67900
105104;nissan;2014;177000;1598;53900
105105;nissan;2017;59720;1197;48900
105106;nissan;2021;5;1332;107800
105107;nissan;2018;101013;1598;90900
105108;nissan;2015;49600;1200;67900
105109;nissan;2018;25115;1461;96900
105110;nissan;2014;99586;1197;61900
105111;nissan;2018;47800;1461;98500
105112;nissan;2017;105989;1600;59900
105113;nissan;2016;149000;1598;58700
105114;nissan;2019;20350;1332;87900
105115;nissan;2020;19904;1332;104500
105116;nissan;2018;50773;1197;93900
105117;nissan;2014;180000;1197;48800
105118;nissan;2017;87936;1197;89900
105119;nissan;2021;5;1332;133150
105120;nissan;2016;120388;1618;81900
105121;nissan;2018;49000;1197;89900
105122;nissan;2016;121123;1618;69900
105123;nissan;2019;53682;1461;89900
105124;nissan;2017;48900;1197;69900
105125;nissan;2020;15324;1332;100842
105126;nissan;2020;24400;1332;103900
105127;nissan;2019;66530;1332;89900
105128;nissan;2021;1;1332;153000
105129;nissan;2021;4;1332;127700
105130;nissan;2021;1;1332;168800
105131;nissan;2015;130390;1197;64670
105132;nissan;2010;261234;1995;29800
105133;nissan;2017;66350;1197;74990
105134;nissan;2018;75000;1198;84990
105135;nissan;2017;171000;1461;68900
105136;nissan;2015;181000;1598;55900
105137;nissan;2019;11000;1332;84900
105138;nissan;2015;74969;1197;62900
105139;nissan;2017;97183;1598;77500
105140;nissan;2020;20931;1332;95000
105141;nissan;2021;5;1332;140200
105142;nissan;2017;170000;1461;79900
105143;nissan;2016;151000;1598;67900
105144;nissan;2014;118116;1461;57900
105145;nissan;2014;111436;1197;54900
105146;nissan;2022;10;1332;122450
105147;nissan;2022;10;1332;113100
105148;nissan;2022;10;1332;162800
105149;nissan;2021;5;1332;95000
105150;nissan;2021;5;1332;97700
105151;nissan;2021;14;1332;120850
105152;nissan;2021;5;1332;97700
105153;nissan;2021;5;1332;96300
105154;nissan;2019;26269;1332;99600
105155;nissan;2017;61200;1618;89900
105156;nissan;2017;45000;1618;89900
105157;nissan;2018;174000;1600;86900
105158;nissan;2017;48000;1197;69900
105159;nissan;2021;1;1332;148199
105160;nissan;2016;55600;1618;79900
105161;nissan;2014;70000;1598;47700
105162;nissan;2018;60000;1461;88500
105163;nissan;2021;0;0;145250
105164;nissan;2021;0;0;122900
105165;nissan;2010;142000;1598;35900
105166;nissan;2019;43061;1332;113600
105167;nissan;2019;39947;1332;92000
105168;nissan;2019;28803;1332;88000
105169;nissan;2017;72478;1197;65000
105170;nissan;2017;43793;1618;89000
105171;nissan;2016;97118;1197;62890
105172;nissan;2016;92000;1618;75900
105173;nissan;2014;154000;1598;51200
105174;nissan;2016;172000;1598;63800
105175;nissan;2016;91300;1197;64300
105176;nissan;2014;159800;1461;54900
105177;nissan;2016;113900;1197;57800
105178;nissan;2014;100000;1197;54900
105179;nissan;2018;106000;1461;83900
105180;nissan;2017;147572;1598;71999
105181;nissan;2019;23400;1197;89900
105182;nissan;2018;133000;1461;69900
105183;nissan;2018;29000;1618;101900
105184;nissan;2016;49877;1197;73900
105185;nissan;2019;105000;1332;78900
105186;nissan;2017;62000;1461;77900
105187;nissan;2022;1;1332;137350
105188;nissan;2014;114778;1197;53900
105189;nissan;2019;40000;1332;78900
105190;nissan;2014;168000;1461;53900
105191;nissan;2015;39000;1618;67900
105192;nissan;2021;0;0;146950
105193;nissan;2021;0;0;128100
105194;nissan;2021;0;0;155700
105195;nissan;2016;100957;1197;57000
105196;nissan;2019;60000;1332;88700
105197;nissan;2020;35780;1332;89900
105198;nissan;2015;92000;1197;52900
105199;nissan;2015;171000;1461;45900
105200;nissan;2014;269851;1598;52900
105201;nissan;2015;179523;1461;62700
105202;nissan;2017;155673;1598;67800
105203;nissan;2014;189000;1598;51900
105204;nissan;2019;46200;1332;91900
105205;nissan;2018;50445;1197;74900
105206;nissan;2014;84000;1197;53900
105207;nissan;2020;9804;1332;112500
105208;nissan;2017;119000;1461;72800
105209;nissan;2021;6600;1332;114900
105210;nissan;2015;160000;1197;54900
105211;nissan;2020;17435;1332;92900
105212;nissan;2017;138123;1461;68000
105213;nissan;2021;1;1332;120100
105214;nissan;2015;97000;1197;48900
105215;nissan;2015;87000;1618;62500
105216;nissan;2017;106341;1461;72900
105217;nissan;2015;86000;1197;61999
105218;nissan;2017;59882;1618;82900
105219;nissan;2016;75000;1197;66500
105220;nissan;2016;52000;1197;59999
105221;nissan;2014;157000;1598;58900
105222;nissan;2017;145000;1461;74500
105223;nissan;2016;261000;1598;55900
105224;nissan;2016;66900;1197;70000
105225;nissan;2014;192345;1461;48900
105226;nissan;2014;140000;1197;47000
105227;nissan;2017;80700;1197;67500
105228;nissan;2019;93851;1332;84700
105229;nissan;2018;60200;1197;88777
105230;nissan;2020;18940;1332;92900
105231;nissan;2014;79000;1197;51900
105232;nissan;2017;51000;1618;79900
105233;nissan;2017;111508;1598;68450
105234;nissan;2014;116000;1197;49900
105235;nissan;2018;69020;1598;89901
105236;nissan;2019;28430;1332;79900
105237;nissan;2017;127972;1618;81500
105238;nissan;2018;47000;1197;95000
105239;nissan;2014;200000;1598;51899
105240;nissan;2017;126000;1461;73900
105241;nissan;2014;158000;1461;40900
105242;nissan;2016;48500;1197;60900
105243;nissan;2014;75817;1598;53500
105244;nissan;2016;168000;1461;58900
105245;nissan;2020;17500;1332;95900
105246;nissan;2017;79500;1197;69900
105247;nissan;2018;75000;1198;84990
105248;nissan;2016;49000;1197;61500
105249;nissan;2017;62000;1197;76500
105250;nissan;2020;7300;1332;98000
105251;nissan;2014;186325;1461;51800
105252;nissan;2018;81102;1618;84000
105253;nissan;2017;8484;1618;80400
105254;nissan;2015;150000;1598;63900
105255;nissan;2018;23000;1197;69700
105256;nissan;2015;161000;1618;63850
105257;nissan;2014;142000;1197;48990
105258;nissan;2014;115000;1197;49990
105259;nissan;2018;34000;1500;90000
105260;nissan;2014;179780;1598;57000
105261;nissan;2018;49000;1332;77900
105262;nissan;2015;117000;1461;56900
105263;nissan;2016;102000;1197;56000
105264;nissan;2020;17000;1997;94900
105265;nissan;2018;50000;1461;98000
105266;nissan;2013;154000;1600;41500
105267;nissan;2014;197000;1598;54900
105268;nissan;2016;95558;1197;63900
105269;nissan;2015;111000;1618;71900
105270;nissan;2015;64511;1618;67700
105271;nissan;2016;86000;1618;75891
105272;nissan;2014;178000;1461;54700
105273;nissan;2017;57000;1197;67000
105274;nissan;2014;106000;1197;54900
105275;nissan;2015;159115;1618;62900
105276;nissan;2016;131123;1461;68900
105277;nissan;2019;20000;1332;93500
105278;nissan;2016;67441;1598;64900
105279;nissan;2015;61700;1618;64700
105280;nissan;2014;93000;1197;60000
105281;nissan;2016;129000;1618;67700
105282;nissan;2015;69300;1598;74900
105283;nissan;2014;116667;1461;54500
105284;nissan;2016;126000;1598;59700
105285;nissan;2015;147000;1618;65000
105286;nissan;2018;45340;1197;69999
105287;nissan;2010;218000;1995;34900
105288;nissan;2011;190000;1997;43900
105289;nissan;2012;183120;1598;43950
105290;nissan;2010;170000;1997;39900
105291;nissan;2012;184500;1598;41500
105292;nissan;2013;147000;1598;43900
105293;nissan;2012;200000;1997;41900
105294;nissan;2012;212677;1997;45900
105295;nissan;2011;199000;1997;37900
105296;nissan;2009;149000;1598;29900
105297;nissan;2013;154000;1461;39900
105298;nissan;2011;125647;1461;39500
105299;nissan;2010;141238;1997;42000
105300;nissan;2008;173159;1997;31990
105301;nissan;2010;158140;1461;35000
105302;nissan;2012;213097;1461;39900
105303;nissan;2012;240000;1598;37900
105304;nissan;2010;115036;1995;42000
105305;nissan;2011;85500;1598;38500
105306;nissan;2010;173470;1997;40000
105307;nissan;2011;227000;1598;39900
105308;nissan;2011;180000;1997;34900
105309;nissan;2011;184622;1995;35300
105310;nissan;2011;200000;1997;35999
105311;nissan;2011;188000;1995;32800
105312;nissan;2013;177000;1600;41900
105313;nissan;2008;220000;1997;29500
105314;nissan;2010;245000;1461;30900
105315;nissan;2013;235308;1598;37500
105316;nissan;2009;171270;1997;32900
105317;nissan;2011;221000;1598;37900
105318;nissan;2010;199000;1997;37999
105319;nissan;2009;236000;1997;29999
105320;nissan;2010;173470;1997;40000
105321;nissan;2011;194000;1995;39900
105322;nissan;2011;232000;1461;28950
105323;nissan;2010;195000;1995;33800
105324;nissan;2013;113400;1997;45900
105325;nissan;2010;163000;1997;42900
105326;nissan;2009;257495;1995;29900
105327;nissan;2013;103000;1598;42600
105328;nissan;2011;162000;1997;41900
105329;nissan;2008;168926;1997;31500
105330;nissan;2008;178000;1997;28900
105331;nissan;2010;98600;1997;41500
105332;nissan;2010;193000;1997;37900
105333;nissan;2009;286000;1995;30900
105334;nissan;2012;189000;1997;43999
105335;nissan;2010;220000;1997;34900
105336;nissan;2011;187000;1995;39999
105337;nissan;2009;170000;1997;31000
105338;nissan;2011;218000;1598;33999
105339;nissan;2010;168000;1997;37900
105340;nissan;2010;112000;1995;44500
105341;nissan;2009;199959;1997;36900
105342;nissan;2009;179634;1995;29500
105343;nissan;2012;112000;1461;36500
105344;nissan;2011;203400;1995;39900
105345;nissan;2013;210000;1461;39900
105346;nissan;2011;178473;1997;44900
105347;nissan;2012;170818;1461;43900
105348;nissan;2010;133000;1997;41700
105349;nissan;2009;176000;1598;26900
105350;nissan;2010;181000;1997;36900
105351;nissan;2013;190000;1598;39900
105352;nissan;2011;131000;1997;38500
105353;nissan;2013;171000;1598;41900
105354;nissan;2010;200276;1995;38800
105355;nissan;2010;222000;1997;36900
105356;nissan;2010;135000;1997;41900
105357;nissan;2012;140216;1461;37800
105358;nissan;2011;179000;1995;42200
105359;nissan;2010;202000;1600;35900
105360;nissan;2010;119000;1598;33900
105361;nissan;2012;123000;1598;42900
105362;nissan;2013;104792;1997;48999
105363;nissan;2013;248000;1598;38000
105364;nissan;2011;148027;1997;45999
105365;nissan;2009;249700;1997;29700
105366;nissan;2010;153000;1997;34900
105367;nissan;2011;221000;1598;33900
105368;nissan;2012;183000;1598;37900
105369;nissan;2010;199000;1997;37900
105370;nissan;2010;229000;1598;33900
105371;nissan;2009;175000;1598;31900
105372;nissan;2008;199850;1995;23800
105373;nissan;2009;213000;1995;27900
105374;nissan;2012;289000;1598;36999
105375;nissan;2010;259900;1997;29999
105376;nissan;2010;177450;1997;42999
105377;nissan;2011;189440;1997;34900
105378;nissan;2012;187000;1461;32900
105379;nissan;2010;281000;1995;30900
105380;nissan;2012;173773;1997;47900
105381;nissan;2011;159002;1997;39900
105382;nissan;2012;121000;1598;42900
105383;nissan;2012;140699;1598;39900
105384;nissan;2013;162835;1598;40800
105385;nissan;2013;212000;1598;41900
105386;nissan;2009;200000;1997;35999
105387;nissan;2012;198900;1997;36900
105388;nissan;2013;212023;1461;42999
105389;nissan;2009;171000;1997;36900
105390;nissan;2010;198000;1997;38000
105391;nissan;2009;183000;1995;27500
105392;nissan;2010;200000;1598;30999
105393;nissan;2009;234289;1995;28950
105394;nissan;2011;148490;1461;34500
105395;nissan;2013;231000;1598;41500
105396;nissan;2012;177000;1598;8950
105397;nissan;2011;146820;1997;44900
105398;nissan;2009;193000;1598;29700
105399;nissan;2008;221000;1997;28900
105400;nissan;2013;197000;1598;43900
105401;nissan;2010;228500;1461;33900
105402;nissan;2009;218000;1997;31500
105403;nissan;2010;73562;1598;42000
105404;nissan;2011;212151;1997;35800
105405;nissan;2011;189256;1997;41900
105406;nissan;2013;197000;1461;39900
105407;nissan;2012;109000;1997;49900
105408;nissan;2011;147000;1997;42900
105409;nissan;2010;174500;1997;34900
105410;nissan;2012;159000;1598;40900
105411;nissan;2012;131095;1997;43002
105412;nissan;2013;142000;1997;49900
105413;nissan;2010;112780;1461;39900
105414;nissan;2010;184000;1995;34900
105415;nissan;2009;138000;1997;34900
105416;nissan;2009;194000;1997;33900
105417;nissan;2010;169000;1997;38900
105418;nissan;2010;163051;1997;37900
105419;nissan;2011;199893;1598;35900
105420;nissan;2009;154560;1997;30900
105421;nissan;2008;187000;1995;19500
105422;nissan;2011;143000;1997;44900
105423;nissan;2009;205000;1499;28900
105424;nissan;2010;236766;1995;35500
105425;nissan;2012;203400;1461;34900
105426;nissan;2010;202368;1997;35800
105427;nissan;2009;128800;1598;26900
105428;nissan;2013;186000;1461;37999
105429;nissan;2010;262500;1995;30900
105430;nissan;2011;137800;1995;39900
105431;nissan;2009;126000;1997;32900
105432;nissan;2013;128500;1997;47555
105433;nissan;2010;172000;1997;36900
105434;nissan;2013;195585;1598;42900
105435;nissan;2011;153000;1598;38900
105436;nissan;2010;241000;1995;33950
105437;nissan;2013;98000;1598;44900
105438;nissan;2010;210600;1995;32900
105439;nissan;2011;199300;1598;30900
105440;nissan;2010;137000;1461;36900
105441;nissan;2012;179000;1997;43200
105442;nissan;2009;190000;1598;31000
105443;nissan;2011;130000;1997;47900
105444;nissan;2010;235000;1995;35600
105445;nissan;2012;165000;1598;36700
105446;nissan;2009;275000;1995;26500
105447;nissan;2002;260900;2184;11900
105448;nissan;2006;201000;2184;13900
105449;nissan;2004;213000;2488;16000
105450;nissan;2002;286000;1998;8800
105451;nissan;2006;237000;1998;18900
105452;nissan;2006;270000;2184;15900
105453;nissan;2002;152000;2184;14900
105454;nissan;2003;156734;1998;25500
105455;nissan;2002;225000;2184;14900
105456;nissan;2004;250000;2184;12900
105457;nissan;2003;209000;2184;10500
105458;nissan;2005;222969;1998;15900
105459;nissan;2004;309000;2488;17700
105460;nissan;2006;199700;1998;19400
105461;nissan;2006;201100;1998;21900
105462;nissan;2005;297500;2184;13500
105463;nissan;2005;201495;2184;14000
105464;nissan;2003;138826;2184;17900
105465;nissan;2005;180000;2184;17900
